file_name,family,apk_size,permission_count,api_count,opcode_count,intent_count
55b71f0996d177df0fd88e264019d0fbcf9845712c60af2fbc27c806a4353ccd.apk,Benign,3338152,4.0,4597.0,3000.0,1.0
73cb4b23e66b072885070fcc21483c3f9b323f7fd4b78c998c55c0286530ece8.apk,Benign,10249853,7.0,962.0,3000.0,1.0
646cbd40c904402f2c2b8361dd1fdefec88fd99ab19c5016730c08339c6b6284.apk,Benign,4437673,11.0,4401.0,3000.0,2.0
c3425c70c23dcc12a38e209f5b70e4205f2b0ef5a67939e6b34956082280ad10.apk,Benign,9988814,10.0,7339.0,3000.0,3.0
e25db485eeae6688f1423791f97220de2f3369c355c412a7404241f03cc1a2e4.apk,Benign,2549993,4.0,4597.0,3000.0,1.0
7777990a904b182cbc2d57563557fb77f574cacadacd28986fc5cf57fd256148.apk,Benign,13214921,11.0,1290.0,3000.0,8.0
e5cbd7895e0d7b911227119f9a056e2cbf867f47f34d09a253f591fa97814b79.apk,Benign,3706958,5.0,1882.0,3000.0,1.0
4d4c00cfb57976b2306ff178b42112919a6c4b6597e2ff920ef3b863bcbdd9dd.apk,Benign,1369405,4.0,49.0,3000.0,5.0
6c0ed4abb5510e2bab2f0acddabacb06a1e77643949be93777cc3e0851c890c5.apk,Benign,31884948,7.0,8549.0,3000.0,5.0
6d5280f20c09ec9c2283fefcfbc90f2a95c71bb368a1689fdc03708ba54571e5.apk,Benign,11304769,21.0,7283.0,3000.0,12.0
3b278a57aa8f794edc8dadf44a5911712e02b2a1c4c61de719243df56fa5e7b5.apk,Benign,3665666,12.0,5865.0,3000.0,1.0
41df7b4cba7b4ef73977e9e8375204396df42680d1746a822e3fd5470e23bb99.apk,Benign,2419351,10.0,1068.0,3000.0,1.0
d2d54e79189a488a5773d5f333052409bb76078937eb03f653f7501246006456.apk,Benign,2510769,2.0,5351.0,3000.0,1.0
ff36a847d606fb9d4868ef1c2356e8581e81f22f85087233604baaa2645d16a9.apk,Benign,4298855,8.0,926.0,3000.0,6.0
1aea40ef58eb27b13ffd68f898e7b3f2632125042fddf65120b1e25c87db0c76.apk,Benign,6553540,12.0,5864.0,3000.0,1.0
0dd98b1055c88e6bc4862ce995bbf96d3e75d23ec7b67a2091078ffc31974bb4.apk,Benign,7294870,4.0,5453.0,3000.0,1.0
f44bb2b434ba75439db95eb478160d88e64accd3e04a320df7720bdb627ff27c.apk,Benign,45642257,3.0,1683.0,3000.0,3.0
0f1fe7afbb403771edd4deb38f21f78bb0c39452c6a1a2ae8007f0730ad70316.apk,Benign,5258514,13.0,6845.0,3000.0,3.0
0d26791b0aa196965a7da9b689f0b6a5125a5de563ea4e5e9a24c55b9d1fa025.apk,Benign,2678571,4.0,4597.0,3000.0,1.0
6ade223e1b68962e7b963465ed9144769ac13242d7016ef034acf84a062e799f.apk,Benign,3707514,15.0,5703.0,3000.0,1.0
fc1bf3ea9f0c162b79d5db1d201ac4a521052020a878a28143fa12cf16a205a2.apk,Benign,720838,7.0,1592.0,3000.0,1.0
f83b350e507cb89f0af6b985ae66d4c3086fbd78faa97af1c6ced95e13ff4da0.apk,Benign,5096523,12.0,6769.0,3000.0,5.0
0f2b56f86f3e295a37430dbbfffd1d326572b9e8fb1c89495764fe1de97081d6.apk,Benign,2906470,8.0,4363.0,3000.0,1.0
5fb59473570056b6933f4090d7429282bad0d14f3d639b4172069d990ab109d3.apk,Benign,7181306,8.0,4663.0,3000.0,1.0
712f3b2896bf24cea4e037e709d7ce01ce694ffc48bc9ffa62b77c1362bc4b56.apk,Benign,3179414,9.0,2003.0,3000.0,4.0
1cf4d3385b7b2fca697024c509c2e2464cf31255df4317e8ddf267388ed5f382.apk,Benign,8473985,9.0,7534.0,3000.0,1.0
1cee9693dcebd4b0f783d26723724b598ad7fc28a64d3e39b9948432550fef31.apk,Benign,2139275,2.0,817.0,3000.0,1.0
a8d7e59e395a8e5fb2a476aecccd36065f130ae6a01c10fae2f5c5faddfcd2f2.apk,Benign,5288678,15.0,8387.0,3000.0,5.0
0e4af9e3095e43821ede8935cb34ce27014d60d62f710e32d4b063743efbf201.apk,Benign,3011695,6.0,2361.0,3000.0,8.0
d22d5e126c4d2f1ece00b5f846ac9d128f4eab36befbbe109c50c66cdf6f0e63.apk,Benign,6081677,10.0,8706.0,3000.0,7.0
19183fd1f730f07a5cc15819959a126aadd263a596077388d7e78f59b0fac874.apk,Benign,6086279,10.0,8657.0,3000.0,7.0
98b8158765fe5a982f1134db698adb2bf7ab94106ea21e9cbc85b3f06904db66.apk,Benign,2085830,6.0,3665.0,3000.0,3.0
fbaa10e7f7f4b7d2d290dcdefadb058951f2d38cf80d749f3d47c1f0d035a078.apk,Benign,7442806,8.0,3458.0,3000.0,8.0
886f2923e6e4c7b16ce289d77bb167a17a9e2a5ba8a8ec9e5d840ffa6fb5f3dd.apk,Benign,1119800,5.0,2797.0,3000.0,1.0
902de9a9c09391d1f01aa49d3c2c5c7c60e122be17268d48b1f525e82f1874a9.apk,Benign,752971,4.0,1054.0,3000.0,2.0
3e9cb5bef888904470917b66f1f7c322bdeed4641c044011b35fc0050994209b.apk,Benign,3424592,3.0,2863.0,3000.0,1.0
deabde220cad44261a8e814e1d53f5aa5134fafd94de01084081070d3c28d679.apk,Benign,16112664,12.0,6900.0,3000.0,6.0
93b9fbbcdc4b92868fc79aa1932046167f56a337b7077e3dd27f80269736c218.apk,Benign,5416529,17.0,1828.0,3000.0,31.0
06bb97de6bb6fa0e1791d5d8cb1006be82200b9a321a2f978c1d071f43f9fca3.apk,Benign,40795164,9.0,8756.0,3000.0,6.0
49add73796446a62d0e5a8887a0f8e47b9eb043b66360dc8066a51e4f779c8ba.apk,Benign,11130728,8.0,9259.0,3000.0,8.0
77d5f86bace5335c630e58bd2fd4deeb92762a9ad2d628af69e95e39b4f1978a.apk,Benign,13274897,13.0,6842.0,3000.0,5.0
7e1a60bd91cc89dcd1d30a5e78816ff2905609796236191b366fb84f1a8ba2e1.apk,Benign,16481516,11.0,3610.0,3000.0,5.0
b8ea533f24746f7e917ae8ad7a9c2af5f1efc230b798b441c6c70501cadfce3a.apk,Benign,34412745,14.0,8274.0,3000.0,12.0
7b15a6431fbc3ec6e971fc061a5ea8c6b5254b5091f84b558f46743eb5c2ed8b.apk,Benign,24534272,13.0,8154.0,3000.0,12.0
f04802a2cd3c5c6fcb689162b27808c919f6b3de8fd2daa9319672191838df56.apk,Benign,37047083,14.0,7981.0,3000.0,11.0
3c2233e31558de43e1c07b48ec0686bd290f5061d4bd9e66570775cfa165161a.apk,Benign,23393910,9.0,988.0,3000.0,6.0
94a8fbee40ea231bbefde26199e68539faa10be787764e25a869299ee3ea46d5.apk,Benign,10150734,16.0,7148.0,3000.0,6.0
3627b10268954f03531074b48d0754c20c2615b54caab8e1a715ec999eea2df7.apk,Benign,3761946,12.0,6330.0,3000.0,11.0
c680d367ac43018f3911a84b25d72ec7bf8e1e0a0fc805ad6b9dc886d92adb91.apk,Benign,9691999,7.0,4262.0,3000.0,5.0
6174b0c10145104789c765d6115dd86b89fb01efcdc99155905bc640245c3254.apk,Benign,26867094,6.0,9468.0,3000.0,1.0
e0cde9a4bd5e521eeef7b804dffd4321bd8be6550217ad2f595d52f11666e5c0.apk,Benign,30552680,6.0,9520.0,3000.0,1.0
d13ee6d9364dd147eb6de93c74fca06ac01e468d14b001f701b0d6ebd7dbfe3c.apk,Benign,3193160,17.0,1133.0,3000.0,10.0
bbc43d95bc89e685a9b27760e86abe882a16ded234c1fa98f3d87350c5d72acf.apk,Benign,7522034,3.0,4438.0,3000.0,5.0
822afcf227ca321d0f13d8fe50b76c80299a0b673c2a8ec519754337a544b71a.apk,Benign,6748845,4.0,3968.0,3000.0,1.0
ee1bff9bdcbb563e2eae7f54a081e0087fe05ae441685541bc80c8c610eaad60.apk,Benign,39329115,10.0,9124.0,3000.0,4.0
b43ff23f59107c8734bc90746a5ea867cf7d9ba60a20b168b89870bcdb24cb43.apk,Benign,47919568,8.0,4769.0,3000.0,4.0
645bcb6f21506ae23ad063e4978bcbff7ce9e5a99f7dba186a23d4b0cfba89c2.apk,Benign,47595628,8.0,4769.0,3000.0,4.0
305d4959d1a3ca03edb31fae317f3dd919d8bac85715ba71d6b9928aafbba583.apk,Benign,7027946,11.0,5802.0,3000.0,8.0
b12cfc61f3033b9ed0c8270a679b323bb496580bf0c2d105b5e4efc65ed2e0a0.apk,Benign,27019339,5.0,7215.0,3000.0,1.0
712c0537ed24684f4ef4064435c8996a95fd110dea4af517e7c819eb899b20a5.apk,Benign,16115975,3.0,7236.0,3000.0,1.0
76032db857af474583546e8d306224dd797df682d7089e3ca18cf9dd960781d0.apk,Benign,31501371,14.0,2931.0,3000.0,10.0
222fd21684f84da1db16e462209123ce46b5666dd8f07f4b4ae3ef96c1b8200c.apk,Benign,47413073,16.0,4664.0,3000.0,11.0
4e603d8479fbc080afaacee65897b9e258874c42697b2dcdfecb7835eb7bf464.apk,Benign,22176295,7.0,4875.0,3000.0,1.0
55e827d2eea7f5348b932808da0eab91bf070d054ce47c69e57a5d657216ee96.apk,Benign,27931089,4.0,2611.0,3000.0,1.0
0f615ecdff690ebe19dff1549be1d287c852081c085e43d218c5e9b3ae224bd1.apk,Benign,38633896,13.0,5411.0,3000.0,7.0
2ad59f7dc199422629c53c02d33cbc48b39cb26a60dfacd3fa1b76d80624dc00.apk,Benign,48679589,13.0,5716.0,3000.0,9.0
c139920e36dd8f463c363f31c074b1176862a781a17be51e088e6bb2b027fb9d.apk,Benign,41670217,19.0,34.0,1061.0,10.0
9c89c4a1d250aeb251f5f4c51035315732367ca1575dc6eef895968d914bb4f3.apk,Benign,6900194,2.0,4565.0,3000.0,1.0
c3c71483517f6e3b8e39bfe368bc4da5a198a488fec57e774d4b442f9e8c05dd.apk,Benign,5125471,3.0,4567.0,3000.0,1.0
a1f8288d8eb59287671c6f1bed8927c798fa7adae6416881b050286d704b6314.apk,Benign,37819926,25.0,6052.0,3000.0,21.0
50cae8a3abb7a31cbd85f421ad64fddc52bb1e2024080727f31131eaef69e438.apk,Benign,3806885,8.0,4340.0,3000.0,1.0
2706716563d0a3cb4726f8010e016b48db8e08ab77c7a1e6558d39d99cba4ef4.apk,Benign,8324813,6.0,3064.0,3000.0,3.0
d6c5d9ff8865070b0213e6f0d3e19f5ef8dfbf2cfb628c67cfd8d2bb8c4df779.apk,Benign,4494509,30.0,3879.0,3000.0,55.0
054f900f938537be1f3042c2e8b8784bf7e5df4535b9cdba073e7aebb45007f6.apk,Benign,31146961,5.0,4319.0,3000.0,4.0
aae107640ac16f6b7da4f0f7dadd7ab6507cd6a64f3979144c5f1eaa33c47ce2.apk,Benign,30262456,6.0,2269.0,3000.0,3.0
311c26b896d6b900cd73c4e0865d8dac9498d0b4055131a2a238a477e89f8665.apk,Benign,3949782,12.0,7563.0,3000.0,7.0
2bb130950169cd278bb3a9e33cda8abaf65da473c6a7e6581d2d1fe8fd35266e.apk,Benign,40939809,14.0,7999.0,3000.0,4.0
6022481d7a38b82c0daf91b35ff9efda9a4085284672a3e9af5b36f0f503e4b3.apk,Benign,22719987,2.0,551.0,3000.0,1.0
a69d5661268b02e66c3355078489b909385c1da9f1c50f25c383f15a9af21081.apk,Benign,35712534,2.0,4831.0,3000.0,1.0
ff4603e3fa11e0523cf64f66cab0edb9dff2159398c6a0f6a45e587466d54906.apk,Benign,1043100,10.0,685.0,3000.0,6.0
a1df4deed8e446860918ea63f34ffb9dd04b7fb540d6e583a314b5a69fe4a1b6.apk,Benign,2660588,4.0,2513.0,3000.0,1.0
500006a9e5569aea0da514bc975cf2ad165a2b14a36b0d15d4b6bdc72381c99f.apk,Benign,4751918,13.0,5366.0,3000.0,6.0
23568ffbd8b7b50554caa6fdf8d3ea7b005f01b0fa0ee17dbbf0a57c08350c90.apk,Benign,35037255,10.0,5471.0,3000.0,7.0
87409c8e8eae71f68b7016829e446a02499ddfe423b124ba6dbc8f290328a3ca.apk,Benign,19885108,18.0,5382.0,3000.0,15.0
d662472bfd60779140750e136349262ed0366d236528010002221b499c1e3a97.apk,Benign,5090955,6.0,5046.0,3000.0,10.0
a136eb7f3d6be5bd2fe730ea2d3096179c68157dacdb65d04ed93c7cf668a00c.apk,Benign,16150858,15.0,7255.0,3000.0,3.0
c8642e3d9e46314a0f07b2fb4c93056a3a1e84e77efe2ef63541bad3c56f9979.apk,Benign,7159406,10.0,4573.0,3000.0,2.0
6481ce4d438a6edc3ff84bd2661f0cc54102c953029f984de18e0dcd698d1153.apk,Benign,3740614,5.0,2214.0,3000.0,3.0
07d42f7d106e33b4a9974124209b6ebffd07abd6a6bf855779cb77fb8d1abb7f.apk,Benign,3099840,3.0,2509.0,3000.0,3.0
27bb67cad9a061481623c58c104310611c647f2190e2d3d5ab8cab7b6a97aecb.apk,Benign,18623504,17.0,6273.0,3000.0,9.0
4fcaa0aed7e7d24ea126cc087eaae5842fc069794315bcdf4e052de36ec1e13e.apk,Benign,2005086,3.0,3979.0,3000.0,1.0
2ca76132e627c2dc93939cfb54d4034da044908156ce6927cfa280f9b118bbe6.apk,Benign,11674885,10.0,4784.0,3000.0,8.0
9ed47c16ff2799bd68c309ae22140dbac2ab69d226daca96d23d1c2a0c087e2b.apk,Benign,21292754,10.0,6135.0,3000.0,7.0
ac7c9f7f6e24b4d19ee869b30e199c8cd30288803ee99ccaa12776f86c81b0b1.apk,Benign,19527934,3.0,6690.0,3000.0,3.0
2d1d953a4d87cebe4bc0ec520b61409166b478532b54f83455054726ebc5d5e3.apk,Benign,4476187,31.0,3146.0,3000.0,31.0
89b4e6a512587b088ac34614bbabf64d003837e175c961e20f927d286f240de8.apk,Benign,23225471,44.0,7398.0,3000.0,46.0
74521bec0360688526a4cecb4093bd6f90d323b516c6fe58744a2d862fa95751.apk,Benign,15642066,3.0,4998.0,3000.0,1.0
359921d68cbfdeb4f7bf80309aa5f9e1be0928a6e4a52705f7a1393bbe60824d.apk,Benign,6000972,25.0,4004.0,3000.0,26.0
a6fa2a2a49330e4a8d184b29db67046be74fee91e1bbe6579e005eec6824dca8.apk,Benign,3045091,6.0,5154.0,3000.0,2.0
9ff01736f2e2e4ba3d16330634b54a7e3c6f197aa0f0c5394c96249f38e7ae14.apk,Benign,13693197,16.0,4051.0,3000.0,8.0
1ed2749275674d709434d032bb01b24ff070cf0221c74b3957e0b267d07eb1f6.apk,Benign,10151754,17.0,4472.0,3000.0,9.0
190ad12dad2f28d09ab3f98f79d8be691bdbe2bda046e4ed59d79d33f0fa0ade.apk,Benign,22737983,9.0,7710.0,3000.0,2.0
517a1b42f3680b88e51b2eaa7767035e40a69e69a99ed3677c45eeff79932dce.apk,Benign,1294630,3.0,87.0,3000.0,1.0
90ca90fac4b02c6f258c9c5a676d87a77d664020f4d2684065ff0f4df383cdd5.apk,Benign,26993653,6.0,4630.0,3000.0,1.0
eb83760576ab437b947f0106cb5749a645fdbd890d9b8d1773472f80f34a1c07.apk,Benign,14408795,7.0,4009.0,3000.0,3.0
f0702a8522307edcda12c7489f80e3f6e5a9c6e11fd50b14a0f7b49b64aa11c1.apk,Benign,23041770,4.0,5717.0,3000.0,3.0
d28a6ad7487de8d3bc298e0fb40f4bab0c337915a2cbd27720701119bc7ef0c6.apk,Benign,45446113,17.0,7945.0,3000.0,6.0
6bfcedb9de9e1835f2d4472ec4e7e00db9196973a706db8e6d16d1d8aefc6056.apk,Benign,32879688,5.0,3218.0,3000.0,5.0
feb44c4dbe95714b9eef50e630a8bd5a561f4f91ee389f767c8af2b42abfdb17.apk,Benign,3888240,3.0,2515.0,3000.0,1.0
aad2bf389fdc86e7efb86d256c3b615aa40077a9253fd808b7ec84ce1fe82e58.apk,Benign,22555951,6.0,6798.0,3000.0,11.0
1ba4a4363b5dbae4906a14f154bbd1fca0d1bc43c2c611327f6d0ecc5ac204f5.apk,Benign,6001379,10.0,5018.0,3000.0,2.0
a09697c9f2227250e0c12316c3b563e038e2e3b9535661f748c57ad3b064f727.apk,Benign,5761308,9.0,7298.0,3000.0,8.0
33515f41803ea3bbbefdc367d906eb6d71c03cf3512eaf262d85d5b6ed6f3b2d.apk,Benign,12152117,2.0,3758.0,3000.0,1.0
85a82e7fe6589633571e29a33696ff6619bc0711fe60ca8a54ddb0dad11b4060.apk,Benign,26129372,19.0,6542.0,3000.0,9.0
0563ff99f825cd244c73555b96b6447cdaa2416f4e1de14e83c2aeb79821ce80.apk,Benign,10866271,12.0,2876.0,3000.0,16.0
7ac8358f1276c4d93e1ff13fe3ea1bdbea0fa133d3b6a96ca6c59b5382f9608d.apk,Benign,1311191,6.0,355.0,3000.0,6.0
8ad58da1952eb3dd2747e3c50d4104ef56b5ab604c1658cb6b57d7c4bc5d6da4.apk,Benign,15079524,16.0,4903.0,3000.0,10.0
21171dde5056eb0bf273707b7d243305224af72bfbc915b2954ccd67df4ca312.apk,Benign,12447791,13.0,3938.0,3000.0,1.0
572d516950dac9555b9563f311d244bcbac0db8d4531ba3d060f8d652aa04e54.apk,Benign,6666778,8.0,8302.0,3000.0,3.0
7de8c770681c568e51e191339306cdde20311d454054d2b784ec7c001ffaea10.apk,Benign,9624338,9.0,7026.0,3000.0,1.0
277841f2f5721f120f5adf6769eb28e27d3b8a876025f9dc22a95e2b0c113fc5.apk,Benign,4388942,14.0,2731.0,3000.0,3.0
6edd77c49efc2a6aaf7b008b0c163f30a74af6b147a422980f41544ba9e039f7.apk,Benign,28800599,20.0,4594.0,3000.0,11.0
4521c372f4687863ab6c3fb5466c20d17e570e35630b838e572f263501f4ebd0.apk,Benign,2956424,2.0,6134.0,3000.0,1.0
3a3292b4082bc640ca38a33c71ec47793d6121ee439a66850ec096eb9b968fa5.apk,Benign,3545835,28.0,7474.0,3000.0,18.0
683915a45cb3a3734cdd8fa146dcd159c3b4b5be424cf38d8a7d7aeefd675f4b.apk,Benign,11537385,19.0,3013.0,3000.0,10.0
8c797c81805ff2e9fb3a5a7f1e227aeea5988fd153d0aada639e08ee1942e302.apk,Benign,3993166,8.0,1485.0,3000.0,23.0
b4613698b88f99a3a44d7a0fdeca5592e3643e6a6ed014370b5017cb81465cef.apk,Benign,13458247,15.0,4242.0,3000.0,5.0
468655ff30c6abd22b814542e9de30a7d88d6d41b842fac0f7c2fe0ccd52109b.apk,Benign,47662616,11.0,7921.0,3000.0,5.0
466e5211adf4317626edb813564f4649ed82041c88da1e2a13ad4aa109514428.apk,Benign,14289236,12.0,8643.0,3000.0,5.0
d4c751d3628a7726227931100055e87266c18a3124509a34e079b8730e221e46.apk,Benign,2312046,5.0,654.0,3000.0,8.0
a4a6fdb717cf70456160eeca824f2744b3377384eac76a3d98fffc0c01573a34.apk,Benign,6361846,12.0,3115.0,3000.0,4.0
d7dc460c384504f2656c80118f7e710eaf721a8b7222002f6bd9d3f91be34a0f.apk,Benign,6158345,34.0,1847.0,3000.0,25.0
9e96f5c219225aaddd8f633a12a8cd80ebcf83b1164a4c8012d776d8cd3b9dfa.apk,Benign,7817253,26.0,2693.0,3000.0,15.0
091aa7e88a7c8cbaeb0eba4fbb48536441d9dcad23f8f10f3c3385367718510c.apk,Benign,2885171,9.0,4893.0,3000.0,7.0
f24dd23571086df570ada1bf7315c3a46a2d152472ecb6df5b853a02e4b950aa.apk,Benign,10262563,21.0,8003.0,3000.0,3.0
5cfba4759e2430560645249f48b3912008eaadec05ad69ead0bc09d772d5205f.apk,Benign,1939477,10.0,2073.0,3000.0,4.0
7c492d4dfa6921f5ce709206b2a47aa1b50a10eeb8dd3e66460984fee7ed4952.apk,Benign,14542450,21.0,7582.0,3000.0,6.0
dd746a31f6b9cf1620225db9cb5808979d3975437dae15a379fa805f9cc2d038.apk,Benign,10498725,7.0,6409.0,3000.0,7.0
392ae2dd17d23fd4d796cfdd711060dbdd6fae442f5eb8ea1a059bc93e98254b.apk,Benign,4523740,13.0,5663.0,3000.0,11.0
9e1bd302e3e31275dddb2feafdaee1f5f9f31aaa9a110801dd8d37782c2f5444.apk,Benign,4942752,7.0,5122.0,3000.0,3.0
f9a1ab88999ba1dc011853925fa14b1a90647885ad89ddc65f254e6d40dbcba2.apk,Benign,8473397,9.0,6834.0,3000.0,1.0
e18601add6f128b7a2b5476c5d0f889e250c92c44848e1d29834b31ff5a9d005.apk,Benign,6876547,12.0,6828.0,3000.0,2.0
7bf722abd9ddc2c6b3ac9fa6ef2ea8df32922795ef1d5064c71bedba8b30db3c.apk,Benign,5243089,8.0,3733.0,3000.0,14.0
ad00867e47b5017238b2d1554209fbbc1fd7a14c0832dbb1211e84c36810e63c.apk,Benign,15310317,10.0,9119.0,3000.0,4.0
46686d5365d2e8fb0b0475cdf819ad9667b41185c5b524f474e661d371bb1b36.apk,Benign,31790213,2.0,4361.0,3000.0,1.0
b00984378ed0b3b7b1effb6d7f4d3e4840ca546c9dbc7fc400197f8e9a47f621.apk,Benign,5475630,13.0,2716.0,3000.0,10.0
ebdcfb8f294d6047336146fb6e9514cd1562a7ab32a3f7696a24aa8c266f237a.apk,Benign,10243646,8.0,322.0,3000.0,0.0
5abd057bb283be780e4cb7bcb2bf5354214167c0ce87088f75f8c43c845fba5f.apk,Benign,7319710,1.0,343.0,3000.0,1.0
cd7d6f00b2af4229cc8a10f25769b2a1e7eff92ecf1ef062f4231e2c512af3ee.apk,Benign,4943897,8.0,4626.0,3000.0,5.0
2cf04535e60fe985bdd2304fcdee610fce11fcf290761682a546b1e3e67e3b61.apk,Benign,3737408,6.0,5573.0,3000.0,8.0
13fb20e0266d31f8f02b034ef479977b834b10d74fd859bd390d03f634128e9d.apk,Benign,21492354,9.0,7800.0,3000.0,6.0
3554a3f1ecb84e19254faf1813d7877dc9563f25b4041cbdfe80b424df784383.apk,Benign,35189465,12.0,5942.0,3000.0,13.0
26e2902c2bb7be3d2971179bfe76cd990c85af42231f62b2a2acab055a81dd18.apk,Benign,8618351,19.0,3867.0,3000.0,13.0
84f59fdc78b99b047659004af3e9a882674118239e7a5c79ff83cb61238df7d3.apk,Benign,45934996,8.0,6945.0,3000.0,1.0
f8ae0971e876cfafea3e8be53ed7723957772a0174a71a4a7442deb9265549ab.apk,Benign,5947980,9.0,5268.0,3000.0,10.0
977ce02c35098cfedb271cb1bd30b193a2f93e6ce1bea5e05fb42ee8e6ef4fb9.apk,Benign,9036663,3.0,2691.0,3000.0,4.0
75c0dcef1483bfb2f4149041b48275f4f6fe2ccbad62fcfe9ebb70e9ac72c9f0.apk,Benign,9084103,2.0,8352.0,3000.0,2.0
ffe2ec65f5431819970d4a95a77e754b4eec7fcdcfe36f1df74d50a0da6c2b42.apk,Benign,4680930,9.0,919.0,3000.0,3.0
7a7950508a1cd6f3c96bce9d433c95f44554fa4266f7ced9b26273a6db296c30.apk,Benign,24862148,10.0,4968.0,3000.0,4.0
218c80a1a0e6a609ad691c49ae1fe6eb6bee02b701ef55c7bbb4b21ee98aae8b.apk,Benign,10351733,16.0,5687.0,3000.0,9.0
e9af5edfc37b20c1de871a49377e8808e66257a13f6e446b0836cb2c3191b347.apk,Benign,3848505,48.0,5557.0,3000.0,29.0
67876b8675d595b9e1dbc6e82adaa1ef2851caaaca22e1e6c55ed535104555dd.apk,Benign,20967315,13.0,3806.0,3000.0,7.0
75ffd080640d53cccb18a28bfdde83b5e81c0f2976942269e3168fb2d9556e5c.apk,Benign,14621225,13.0,4191.0,3000.0,20.0
48abdb0d3216bb60ae44c4b89c3b5ea21a130497dfaaa9707d3328326c48d230.apk,Benign,1115164,1.0,3132.0,3000.0,1.0
e8104de38006e9a7ffb50735b4377f0cb71f775ec33c2dadda9b358f1af4fec6.apk,Benign,4569456,13.0,7504.0,3000.0,7.0
2f9d2a23fdb633199dea7a349ceb7e7d32c9846f418bb75af69e48f3e07cb23f.apk,Benign,5192472,8.0,2474.0,3000.0,6.0
10178db59e17d01a6421fc88badfc547a186512c8c687ba1c2486e9f356716a5.apk,Benign,4120747,5.0,1307.0,3000.0,3.0
4f214b50efe3a7e0cdc05eb26bd90415d3c27cfb72c3d8b237580b2ec7abd252.apk,Benign,6808959,5.0,3813.0,3000.0,9.0
cafbe70c34ded28b46173b9c614cdd2b27a65390df866b2fd9d93992ce59b3d0.apk,Benign,1855083,2.0,1022.0,3000.0,1.0
a192da7771e9f64cf0a5c7c8589595ec156053331359a3d7a81a57eaa34edef1.apk,Benign,24633247,10.0,1145.0,3000.0,3.0
196c47efc40ec15f3bcc782c525435bf988b852a63d59d26aae12ebf58f7818d.apk,Benign,202438,9.0,996.0,3000.0,2.0
c0a414c47f866c4538350108847b1d9af8299be3eb19521cf688c12141025bf4.apk,Benign,41234353,23.0,3468.0,3000.0,18.0
7ef31d49b0a37984d722d95c709b708fc077320d633f06d41427aff9a741054e.apk,Benign,15768984,4.0,3498.0,3000.0,3.0
f1c21ff4237e3ba36c25c3a57c5b3a7251d46131ff5196c4ffce6b130753e8da.apk,Benign,16247698,4.0,3498.0,3000.0,3.0
f2585e6b55164cd1a3a39f7cf3155d142a80464f00d167b9a5e1ce9957b71b9d.apk,Benign,7806584,12.0,4497.0,3000.0,10.0
17ce200e5868d22af9dd92c09c7f6110a50319a343e53a18e072447a41942596.apk,Benign,3040527,5.0,3262.0,3000.0,3.0
f9167ff35cdffee90997410b21d6ad44e50699635253a3d5ce79eced8c7dbabe.apk,Benign,40799562,43.0,4381.0,3000.0,0.0
0cc2c80ea6769531f53532199bef8dde553eb9e63d58b9b153624382e07a3967.apk,Benign,3162539,1.0,333.0,3000.0,1.0
fc1a74a8384872980134386fed1ea474f1db81dcc7452088e2af79126279aabc.apk,Benign,9268633,13.0,3979.0,3000.0,13.0
458055e6386756830e708e60e3b040c75056e95272d7fd17c1edb9d466f10dd2.apk,Benign,7423193,27.0,1379.0,3000.0,0.0
f58d5a486d975ce2cc30ca6d23c333aa0912060a42b5453106495c2a33a053d1.apk,Benign,5036302,18.0,1844.0,3000.0,11.0
4f9074015336fafa29bedbe46ae09883373dce8741ed00551da3074f5995b689.apk,Benign,3800115,9.0,5969.0,3000.0,9.0
e1483e9b7c3c761eda12f757aa22c65e2848f65ae0872fc1cdf607770b6088a3.apk,Benign,14180852,18.0,3658.0,3000.0,12.0
7921e494d2fe162f71492a67efcf94e7ad48b5a876cefcb9e83e072390428e33.apk,Benign,6071348,10.0,8654.0,3000.0,7.0
c5fd3d67f5e99ea4ff0efe3afb782d4376ca031e3d90fd7233ced6b6e0633c03.apk,Benign,7532031,24.0,4212.0,3000.0,41.0
f8afdb305d277b83bc7c227d4cca7ff135b7ed08b8aeacd821e582d3e688e8a0.apk,Benign,9106978,13.0,2798.0,3000.0,2.0
bd2dfadbff7abff244ab975278fefc57a4f816597e33d709489737bb1cf32841.apk,Benign,2987877,9.0,4047.0,3000.0,9.0
e297e9947924a5d6fc0eaf85fdd42ffe0aa3a3bc9f5b4ebec7ee03a4731f3c03.apk,Benign,18107910,18.0,4636.0,3000.0,13.0
0b91916bc5ee7636f88d5f5ea5eac0397c5dbcab7da9cba59893485c129f8081.apk,Benign,35111710,48.0,5705.0,3000.0,0.0
93dccf5bae368da0897a220928d09fd0a1eb6859f676132ed2cd703c10a5f078.apk,Benign,384221,13.0,80.0,3000.0,8.0
dc050f81336a7fa21296e42001e04fa88d099c0c3eb20460e87ece0ae4f3add9.apk,Benign,42608943,14.0,7947.0,3000.0,6.0
5421301a4d9bd7962b616507bb8c8a5187a2b83e65160afc9a6e3de1671f7155.apk,Benign,4762618,8.0,4841.0,3000.0,22.0
43c878a8257629f30ee2c4580411e7e5949bead5568d34c0df284cf26cbd696c.apk,Benign,2430259,2.0,5234.0,3000.0,2.0
a9f27526eff5f393eabfb3740d0f42b90771d169d9ce444be56460acf234fcce.apk,Benign,11632429,9.0,7292.0,3000.0,7.0
